ticker,Mean R^2,"Mean R^2, firm","Mean R^2, year","Mean R^2, rolling"
DLR,0.40070271492004395,0.06038589893862023,0.4033998780353245,0.31426055809117825
DLTH,0.1145927906036377,0.03803154552726562,-0.06196857616165463,-0.029838313334721978
DLTR,0.034201622009277344,-0.011820051530021303,-0.01741831126661042,-0.053649720842817494
DLX,0.17507421970367432,0.1737427489742056,0.02966225582374915,0.006776227325282047
DMAN,0.17528510093688965,-1.911980638560694,0.25237724456174104,0.2503991652979748
DMLP,0.05035346746444702,-0.004340762722793823,0.04592356141338372,0.044774757500520956
DMND,-0.1054157018661499,-0.1608920077351612,-0.03081734887254206,-0.04534235311597001
DMRC,0.13704735040664673,-0.09407428356790448,0.15694190858352164,0.184032307872524
DNBK,0.0325130820274353,-0.3144013109713055,0.11521831030305951,0.19946165325426313
DNDN,0.444840669631958,-0.0953502555911594,0.4589417380816908,0.3711752256182511
DNKN,0.35162585973739624,0.26363480171266673,0.1825572050461277,0.21995405920858613
DNLI,-0.16696476936340332,-0.5815304162106676,-0.7530672028974781,-0.6474606885011858
DNOW,0.1741008162498474,0.030995665527916216,0.19418167442481615,0.25099539515762104
DNR,0.2602579593658447,0.15765913656258057,0.23843018333615829,0.26879168187645075
DO,0.11529451608657837,0.00022920835096884584,0.05472476964968631,0.0716930812572052
DOC,0.4204528331756592,0.3886437508497502,0.2554269144227037,0.22114550999862437
DOCU,0.13196367025375366,0.16193546483954657,0.32387283795585253,0.2718976821258253
DOLE,-0.11865353584289551,-0.2975292522796533,0.10461595327097994,0.06739377814171132
DOM,0.12376201152801514,0.5007071152851822,0.7941736487619904,0.7922870960746611
DOMO,0.5139830112457275,-0.20141880980122373,0.1353297145177884,0.2516127059575295
DOOR,0.13366198539733887,0.054460170515629014,0.012109211841684675,-0.01671799779791594
DORM,0.08753103017807007,0.06808779133142095,0.03141106068884336,0.05399316797546172
DOV,0.3815237283706665,0.2371525439258233,0.29391131337241183,0.2729852760110526
DOX,0.4421788454055786,0.1326086645742377,0.36142560005560687,0.34006296643753053
DPL,0.2638389468193054,0.39327138570449394,0.08733327829640247,0.19424970734034253
DPLO,0.2994292378425598,-3.0578467817282045,0.45004153721543927,0.4732851935688397
DPM,-0.003265380859375,0.12903199236264806,-0.024373744555954868,0.008132750091692897
DPS,0.34041696786880493,0.001863192184580531,0.28023277306807104,0.2900391354470242
DPTR,0.5432284772396088,-0.7737968915206497,0.41493344245163766,0.41278650852660537
DPZ,0.01561349630355835,0.0237156910379549,-0.0933286159102793,0.024068062128021483
DQ,-0.05126595497131348,-0.011031588128227687,-0.0013404915206072232,-0.015709188290542464
DRC,-0.015720486640930176,-0.015855504588757396,-0.016527723587383747,-0.04527966206622169
DRD,0.09899759292602539,-0.07392759467192889,0.0925545241147595,0.11557263238271354
DRE,0.35730409622192383,0.2061232134516532,0.24543114340236383,0.23827623058727332
DRH,0.23904430866241455,0.15165981780319537,0.14639826347325102,0.1425395381328307
DRI,0.22479987144470215,0.2241262312663974,-0.0037195026372305318,0.05595442763546943
DRNA,0.06476849317550659,-0.15961631706931367,0.11029832151840036,0.07261803996768346
DRQ,-0.004207730293273926,-0.049947369793189145,-0.09003129624255712,-0.05124608180723733
DRWI,0.20997947454452515,-3.0802902709180806,0.29904669078897683,0.2983287032715376
DS,0.570539802312851,0.7266646373082679,0.0977017195362303,0.23853120243245096
DSCI,0.060187339782714844,-0.04729645046968267,-0.0361480250521351,-0.028318192005242215
DSCO,0.3083672523498535,-0.2826940247008649,0.5369156523823708,0.5516663391817274
DSKE,0.4330224394798279,-0.13882503433476612,0.27058021825393874,0.30014686003143265
DSPG,0.11788207292556763,0.01886740481979121,0.15618863909202363,0.09247989881981555
DST,0.021647393703460693,-0.10478576899298941,0.007903236938861524,-0.018137683043683017
DSW,0.15794521570205688,0.1613494849619349,0.07449114237316412,0.07341353770408188
DSX,0.09098803997039795,0.08233799646697704,-0.04207488770251766,-0.045864031092917035
DTE,0.48773348331451416,0.21461456820407654,0.36268060626211907,0.38582332611736236
DTEA,-0.6408160924911499,-1.1162400708685145,-0.8756190445096947,-0.938646426638609
DTG,-0.326188325881958,-0.6251986737097619,-0.17246130814964045,-0.07251222178860672
DTLK,0.05258733034133911,-0.08907682797562866,0.176268311743504,0.17797820175403867
DTSI,-0.03207743167877197,-0.03746110702128891,-0.04897319719681259,-0.04067163270000229
DTV,0.1571062207221985,-0.008486495918123893,0.06461859265852488,0.10611107209294801
DUF,0.3532319664955139,0.3517383021532581,0.32867802441648564,0.3344889958268783
DUK,0.5128676891326904,0.17805904293213326,0.4647852738219175,0.43858135012184507
DUSA,0.1088913083076477,-7.43701785623503,0.18079000524398559,0.16523705752199003
DVA,0.18024158477783203,0.06322385960670918,0.17110414311878153,0.1542531175386216
DVAX,0.3034871816635132,0.10128341565706811,0.2829591669918724,0.25670502308427434
DVMT,0.08237886428833008,-0.010045686175966795,0.02599060810859466,0.01995976870909888
DVN,0.15022706985473633,0.12352177707941381,-0.009050514264147491,0.016478047631391823
DW,0.11917078495025635,-0.003404806516121406,-0.07372945769393158,-0.023485165981117273
DWA,0.08644723892211914,0.05070601420084786,0.07672028712314971,0.09989121982772164
DWCH,0.215315580368042,-0.22868149307882457,0.28550917716836943,0.27531958296206804
DWRE,-0.4124274253845215,-0.17269781366729609,-0.3718120281622739,-0.42159751587080874
DWSN,0.12440943717956543,-4.008917173106907,0.319826386012238,0.3290269556812383
DX,0.37272101640701294,0.29572242072105903,0.2944461929515465,0.23459757970529915
DXC,0.5897959470748901,0.4910079506232903,0.40981140490251444,0.46012683034031177
DXCM,0.0796123743057251,0.10828343480859215,0.050592991044488334,0.07621004744038351
DXPE,0.10553538799285889,-0.24463076491986735,0.15749357612585901,0.17233825595287666
DXYN,0.7119143307209015,-0.5236659001180288,0.7691414436313058,0.7832665218981835
DY,0.13918203115463257,-0.10657848818844284,0.09240995618064107,0.15748542081662098
DYAX,0.24546676874160767,-0.21692370093451885,0.3480848611990953,0.3800264007138284
DYN,0.0396806001663208,0.04556437489785181,0.01907521328806716,0.03453190275500684
E,0.422873854637146,0.3436110555815537,0.31369902126584304,0.3001342023762914
EA,0.06959497928619385,0.07453080493708841,0.1801784631637725,0.13926544680808395
EAF,-0.005510449409484863,0.6218613049186209,0.2612473007571431,0.05132468874102414
EAT,0.10929059982299805,0.10769885883873342,0.012553818684366558,0.025560254900925283
EB,-0.08357071876525879,0.6072750090458384,0.17764257154555263,0.07669870557975822
EBAY,0.06970429420471191,-0.04424289064586384,0.12594394802010722,0.07140300087267593
EBF,0.08473408222198486,0.04288093268556614,0.011237119433238574,0.034827375941859695
EBIX,-0.006905555725097656,-0.028094946046486324,0.01782359071327877,0.06596600583601908
EBS,0.002494633197784424,0.003642183219816686,-0.0016697875861455547,-0.038048810314122994
EBSB,0.36289578676223755,0.2857392077635408,0.2958354336203286,0.3376895343798745
EC,0.012713789939880371,0.018949903981645977,0.0024033377779748566,0.027775165276317626
ECA,0.09546166658401489,0.0924569324807587,0.06227052334816163,0.09476203445822007
ECHO,0.08214539289474487,0.0800497349033672,0.10240983040575724,0.13612666539085339
ECL,0.33117562532424927,0.09208163672971714,0.2684191134453514,0.24660980952382516
ECLP,0.2607489824295044,0.06167489713020935,0.1930780579172463,0.2696879149254485
ECOL,0.01521676778793335,0.010469475464471079,0.03621582576576621,0.05322669205705388
ECOM,0.24733895063400269,-0.307947483461974,0.08053001678382576,0.16040202124409741
ECPG,0.2598921060562134,0.2593031129130484,0.14031743756333936,0.15976766293259437
ECT,0.20871484279632568,0.139662512942356,0.270264348419486,0.37339523345983283
ECYT,0.3367547392845154,0.04690806787525781,0.43001090045188795,0.4323580009882383
ED,0.5120594799518585,-0.03432635155124597,0.489352370204278,0.4659187144561525
EDAP,0.13463985919952393,-0.27202868678474657,0.22707658463433444,0.22792784637873043
EDE,0.21459555625915527,-0.018783960127168875,0.06779402586188044,0.07107960478438768
EDIT,0.034168362617492676,-0.03528032231316214,-0.21954274014710484,-0.18068703292707822
EDMC,-0.29791581630706787,-0.2889815810043159,-0.1884885543904966,-0.18327089850400857
EDR,0.3235124349594116,-0.2253159443888504,0.2070371318757891,0.1729723565020721
EDU,0.1738714575767517,0.058311459883311656,0.15688384650989085,0.14519589168713354
EE,0.1860228180885315,-0.009529916735155242,0.09364567978400518,0.08316024192015992
EEFT,0.09443438053131104,0.025293849174124694,0.02608121674928432,0.07305843026659364
EEP,0.22911089658737183,0.039555332308968016,0.13211394469079152,0.16686333303180267
EEQ,0.1113097071647644,-0.06435605555004176,0.01120195836197535,0.07103082433036523
EEX,0.3936957120895386,0.1930956500274199,0.20512898896383303,0.2468614768638706
EFC,0.5946377813816071,0.5975068959079536,0.46329104460107584,0.48970185607000905
EFII,0.012772202491760254,-0.08809037816381493,-0.013929161719715921,-0.05698183196889817
EFSC,0.18146264553070068,0.1773738808313835,0.05645355969297594,0.0918118446230538
EFX,0.2386365532875061,-0.04167083533633442,0.1579405578113059,0.1311082451605171
EGAN,0.24598264694213867,-0.24507569865107914,0.20943192719843984,0.2909681851483028
EGAS,0.34763962030410767,0.15126187755609755,0.27588799024662836,0.21815089178685365
EGBN,0.25033050775527954,0.15415620572063904,0.21106787308876684,0.19874046499316023
EGHT,0.17375153303146362,0.165225172414862,0.08636389764704688,0.0727781969162008
EGL,0.18559539318084717,0.47541330067900855,0.312184489654859,0.34066281635202367
EGLE,0.4488542675971985,-0.14082127508752418,-0.26998086388708953,-0.013369385061148042
EGN,0.006993114948272705,-0.15021552040749997,-0.03407271236514875,-0.06167713872672986
EGO,0.0333823561668396,0.04467288214783249,-0.03515207987872815,0.05527579744757505
EGOV,-0.027644634246826172,-0.10764584831819635,0.0705590783598462,0.04355348044258722
EGP,0.4357030987739563,0.14922604883003243,0.352963209570059,0.3173853425282498
EGRX,-0.211106538772583,0.1409640040563046,0.01083576245450868,-0.045991156484269435
EHC,0.10840553045272827,0.06831743648764577,-0.1969698458716478,-0.017133315196941057
EHTH,0.13597571849822998,-0.22197593465365362,0.18048212951647757,0.2186979852005403
EIG,0.1605890393257141,0.09133250124856673,0.05775447983913451,0.05806277259793824
EIGI,0.2531846761703491,0.04784581487720141,0.11820646669908241,0.17285545691025062
EIX,0.43328559398651123,0.2034219610362693,0.31745518338686207,0.3117880859897737
EJ,0.2186872363090515,-0.7001366242746705,0.40340280622318636,0.40245171915724853
EK,0.5349796414375305,-0.22648788460481484,0.5239254131011482,0.4612789051273858
EL,0.11445069313049316,0.07475720768039085,0.07057009018100169,0.0955567569956568
ELAN,-0.5208877325057983,-0.38226260305310933,-0.7330688902107065,-0.9128116448602503
ELF,0.17517566680908203,0.19201934700532108,0.0025527010670673977,0.0765090605833102
ELGX,0.11394262313842773,0.1165271979059298,0.09904725769903999,0.03298023846825748
ELLI,0.15663933753967285,0.03876823660221107,0.20416041875724666,0.24410079304601018
ELMG,0.16308695077896118,-1.024218485634044,0.26429932132817924,0.3509503442295533
ELN,-0.0521390438079834,-0.329875069293047,-0.3158570360085189,-0.28311286056049534
ELNK,-0.003484010696411133,-0.03695801373957619,0.0001384813168157084,0.005379256302143087
ELOS,-0.08963882923126221,-0.0911757850614845,-0.028856798122148586,0.008461670060562532
ELP,0.11875343322753906,0.0010326048546149824,0.0925533504841688,0.08239838720217041
ELRC,0.3361205458641052,-1.6363219377007252,0.18780702381180103,0.04474294953109792
ELS,0.4596611261367798,0.0803696383400947,0.37305588392298406,0.3501014221206621
ELX,0.030807137489318848,-0.34621736932986824,0.017291905422173404,0.05854839821520341
ELY,0.07930421829223633,0.06321343383830591,-0.03242386670384145,-0.0030438647673241004
EM,0.047398149967193604,0.07248765873129293,0.016361831061956766,0.03694938381087687
EMC,0.25841355323791504,0.0707958642988008,0.16651537280664952,0.12712793010269996
EMCI,-0.4253830909729004,-48.308424825990855,-0.26213563531567297,-0.2235311788789851
EME,0.24050486087799072,0.15503799818410302,0.18407920879137318,0.14869363989829665
EMES,0.2812197804450989,0.11234656151584133,0.29759513357389056,0.33110775044415575
